"SECTOR","STATE","STATE_FIPS","COUNTY","COUNTY_FIPS","POLLUTANT","POLLUTANT TYPE","EMISSIONS","UNIT OF MEASURE"
"Mobile - Non-Road Equipment - Diesel","VA","51","Buena Vista city","530","Nitrogen Oxides","CAP","5.8590884","TON"
"Mobile - Locomotives","VA","51","Winchester city","840","Nitrogen Oxides","CAP","5.8453083","TON"
"Fuel Comb - Residential - Wood","VA","51","Harrisonburg city","660","Nitrogen Oxides","CAP","5.84118604","TON"
"Fuel Comb - Residential - Natural Gas","VA","51","Poquoson city","735","Nitrogen Oxides","CAP","5.83634","TON"
"Fuel Comb - Residential - Oil","VA","51","Manassas city","683","Nitrogen Oxides","CAP","5.823409","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","VA","51","Fredericksburg city","630","Nitrogen Oxides","CAP","5.8210427","TON"
"Fuel Comb - Residential - Wood","VA","51","Louisa","109","Nitrogen Oxides","CAP","5.79855263","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","VA","51","Orange","137","Nitrogen Oxides","CAP","5.79444084","TON"
"Fuel Comb - Comm/Institutional - Biomass","VA","51","Arlington","013","Nitrogen Oxides","CAP","5.78478","TON"
"Fuel Comb - Residential - Natural Gas","VA","51","Greensville","081","Nitrogen Oxides","CAP","5.78437","TON"
"Fuel Comb - Residential - Other","VA","51","Tazewell","185","Nitrogen Oxides","CAP","5.776674","TON"
"Fuel Comb - Residential - Wood","VA","51","Warren","187","Nitrogen Oxides","CAP","5.76102232","TON"
"Fuel Comb - Residential - Natural Gas","VA","51","Sussex","183","Nitrogen Oxides","CAP","5.74861","TON"
"Fuel Comb - Residential - Wood","VA","51","Halifax","083","Nitrogen Oxides","CAP","5.73388318","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","VA","51","Nottoway","135","Nitrogen Oxides","CAP","5.72255758","TON"
"Fuel Comb - Residential - Wood","VA","51","Carroll","035","Nitrogen Oxides","CAP","5.717381","TON"
"Waste Disposal","VA","51","Essex","057","Nitrogen Oxides","CAP","5.710593","TON"
"Waste Disposal","VA","51","Mathews","115","Nitrogen Oxides","CAP","5.705261","TON"
"Miscellaneous Non-Industrial NEC","VA","51","Chesapeake city","550","Nitrogen Oxides","CAP","5.698086","TON"
"Fuel Comb - Comm/Institutional - Coal","VA","51","Prince William","153","Nitrogen Oxides","CAP","5.69462","TON"
"Fuel Comb - Residential - Wood","VA","51","Smyth","173","Nitrogen Oxides","CAP","5.68785756","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","VA","51","Warren","187","Nitrogen Oxides","CAP","5.68738","TON"
"Fuel Comb - Residential - Wood","VA","51","Wythe","197","Nitrogen Oxides","CAP","5.68408671","TON"
"Fuel Comb - Residential - Other","VA","51","Charlottesville city","540","Nitrogen Oxides","CAP","5.673965","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","VA","51","Sussex","183","Nitrogen Oxides","CAP","5.636259","TON"
"Fuel Comb - Residential - Wood","VA","51","Mecklenburg","117","Nitrogen Oxides","CAP","5.60460053","TON"
"Fires - Prescribed Fires","VA","51","Augusta","015","Nitrogen Oxides","CAP","5.60425","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","VA","51","Charlotte","037","Nitrogen Oxides","CAP","5.58403283","TON"
"Mobile - Locomotives","VA","51","Staunton city","790","Nitrogen Oxides","CAP","5.5810204","TON"
"Fires - Prescribed Fires","VA","51","Highland","091","Nitrogen Oxides","CAP","5.56217","TON"
"Fuel Comb - Residential - Natural Gas","VA","51","Falls Church city","610","Nitrogen Oxides","CAP","5.54119","TON"
"Fires - Agricultural Field Burning","VA","51","Accomack","001","Nitrogen Oxides","CAP","5.5374","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","VA","51","Clarke","043","Nitrogen Oxides","CAP","5.53242544","TON"
"Fuel Comb - Residential - Other","VA","51","Danville city","590","Nitrogen Oxides","CAP","5.528641","TON"
"Fires - Prescribed Fires","VA","51","Floyd","063","Nitrogen Oxides","CAP","5.52134","TON"
"Mobile - Aircraft","VA","51","Fairfax","059","Nitrogen Oxides","CAP","5.519240635","TON"
"Mobile - Commercial Marine Vessels","VA","51","Mathews","115","Nitrogen Oxides","CAP","5.51619","TON"
"Fuel Comb - Residential - Wood","VA","51","Suffolk city","800","Nitrogen Oxides","CAP","5.5155387","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","VA","51","Orange","137","Nitrogen Oxides","CAP","5.492458","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Newport News city","700","Nitrogen Oxides","CAP","5.489481","TON"
"Fuel Comb - Comm/Institutional - Coal","VA","51","Alexandria city","510","Nitrogen Oxides","CAP","5.46629","TON"
"Fuel Comb - Residential - Natural Gas","VA","51","Lancaster","103","Nitrogen Oxides","CAP","5.46585","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","VA","51","Petersburg city","730","Nitrogen Oxides","CAP","5.464138","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Colonial Heights city","570","Nitrogen Oxides","CAP","5.46338842883","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","VA","51","Halifax","083","Nitrogen Oxides","CAP","5.45812","TON"
"Mobile - Locomotives","VA","51","Virginia Beach city","810","Nitrogen Oxides","CAP","5.45184141","TON"
"Fires - Wildfires","VA","51","Scott","169","Nitrogen Oxides","CAP","5.430429","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","VA","51","Gloucester","073","Nitrogen Oxides","CAP","5.41795167","TON"
"Fuel Comb - Comm/Institutional - Coal","VA","51","Chesapeake city","550","Nitrogen Oxides","CAP","5.41739","TON"
"Fuel Comb - Residential - Wood","VA","51","Pulaski","155","Nitrogen Oxides","CAP","5.40856179","TON"
"Waste Disposal","VA","51","Richmond","159","Nitrogen Oxides","CAP","5.401334","TON"
"Fuel Comb - Residential - Oil","VA","51","Warren","187","Nitrogen Oxides","CAP","5.400148","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","VA","51","Fauquier","061","Nitrogen Oxides","CAP","5.39623","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","VA","51","Grayson","077","Nitrogen Oxides","CAP","5.39494","TON"
"Fires - Prescribed Fires","VA","51","Middlesex","119","Nitrogen Oxides","CAP","5.39406","TON"
"Fuel Comb - Residential - Natural Gas","VA","51","Essex","057","Nitrogen Oxides","CAP","5.38193","TON"
"Fuel Comb - Residential - Wood","VA","51","Russell","167","Nitrogen Oxides","CAP","5.38107305","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Portsmouth city","740","Nitrogen Oxides","CAP","5.3807258","TON"
"Biogenics - Vegetation and Soil","VA","51","Williamsburg city","830","Nitrogen Oxides","CAP","5.37659","TON"
"Fuel Comb - Residential - Other","VA","51","Shenandoah","171","Nitrogen Oxides","CAP","5.373242","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","VA","51","Lee","105","Nitrogen Oxides","CAP","5.36324808","TON"
"Fuel Comb - Comm/Institutional - Biomass","VA","51","Norfolk city","710","Nitrogen Oxides","CAP","5.3577","TON"
"Mobile - Non-Road Equipment - Other","VA","51","Greene","079","Nitrogen Oxides","CAP","5.3391343199","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","VA","51","King George","099","Nitrogen Oxides","CAP","5.3386887","TON"
"Mobile - Non-Road Equipment - Other","VA","51","Prince Edward","147","Nitrogen Oxides","CAP","5.336830474","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Hanover","085","Nitrogen Oxides","CAP","5.3098837","TON"
"Fuel Comb - Residential - Oil","VA","51","Gloucester","073","Nitrogen Oxides","CAP","5.299698","TON"
"Mobile - Non-Road Equipment - Other","VA","51","Louisa","109","Nitrogen Oxides","CAP","5.285951597","TON"
"Fuel Comb - Residential - Natural Gas","VA","51","Middlesex","119","Nitrogen Oxides","CAP","5.27607","TON"
"Fires - Prescribed Fires","VA","51","Prince George","149","Nitrogen Oxides","CAP","5.270084","TON"
"Fuel Comb - Residential - Wood","VA","51","York","199","Nitrogen Oxides","CAP","5.2684794","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","VA","51","Manassas city","683","Nitrogen Oxides","CAP","5.264832","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Lunenburg","111","Nitrogen Oxides","CAP","5.26017258508","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","VA","51","Galax city","640","Nitrogen Oxides","CAP","5.25475","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Washington","191","Nitrogen Oxides","CAP","5.2522345","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","VA","51","Brunswick","025","Nitrogen Oxides","CAP","5.251024","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Roanoke city","770","Nitrogen Oxides","CAP","5.2437644","TON"
"Fuel Comb - Residential - Wood","VA","51","Orange","137","Nitrogen Oxides","CAP","5.23615974","TON"
"Fuel Comb - Residential - Other","VA","51","Wise","195","Nitrogen Oxides","CAP","5.234297","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Manassas Park city","685","Nitrogen Oxides","CAP","5.2266412","TON"
"Fires - Wildfires","VA","51","Fluvanna","065","Nitrogen Oxides","CAP","5.210464","TON"
"Mobile - Non-Road Equipment - Other","VA","51","Charlotte","037","Nitrogen Oxides","CAP","5.2025625268","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","VA","51","Scott","169","Nitrogen Oxides","CAP","5.201016","TON"
"Fuel Comb - Residential - Other","VA","51","Manassas city","683","Nitrogen Oxides","CAP","5.18543","TON"
"Fuel Comb - Residential - Oil","VA","51","Halifax","083","Nitrogen Oxides","CAP","5.184643","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Albemarle","003","Nitrogen Oxides","CAP","5.1844331","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","VA","51","Southampton","175","Nitrogen Oxides","CAP","5.18318","TON"
"Mobile - Non-Road Equipment - Other","VA","51","Appomattox","011","Nitrogen Oxides","CAP","5.180262473","TON"
"Fires - Wildfires","VA","51","Campbell","031","Nitrogen Oxides","CAP","5.155918","TON"
"Mobile - Non-Road Equipment - Other","VA","51","Alleghany","005","Nitrogen Oxides","CAP","5.1551207436","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","VA","51","Russell","167","Nitrogen Oxides","CAP","5.15168","TON"
"Waste Disposal","VA","51","York","199","Nitrogen Oxides","CAP","5.14787","TON"
"Fuel Comb - Residential - Oil","VA","51","Prince George","149","Nitrogen Oxides","CAP","5.133639","TON"
"Fuel Comb - Residential - Wood","VA","51","Botetourt","023","Nitrogen Oxides","CAP","5.11257208","TON"
"Fuel Comb - Residential - Wood","VA","51","Amherst","009","Nitrogen Oxides","CAP","5.10919782","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","VA","51","King George","099","Nitrogen Oxides","CAP","5.101959","TON"
"Fuel Comb - Comm/Institutional - Biomass","VA","51","Loudoun","107","Nitrogen Oxides","CAP","5.08699","TON"
"Fuel Comb - Residential - Oil","VA","51","Isle of Wight","093","Nitrogen Oxides","CAP","5.080476","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","VA","51","Scott","169","Nitrogen Oxides","CAP","5.07304322","TON"
"Fires - Prescribed Fires","VA","51","Giles","071","Nitrogen Oxides","CAP","5.07245","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","VA","51","Fredericksburg city","630","Nitrogen Oxides","CAP","5.030487","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","VA","51","Bristol city","520","Nitrogen Oxides","CAP","5.02846651","TON"
"Fuel Comb - Comm/Institutional - Other","VA","51","Hanover","085","Nitrogen Oxides","CAP","4.97549","TON"
"Fuel Comb - Residential - Oil","VA","51","Pulaski","155","Nitrogen Oxides","CAP","4.962694","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","VA","51","Prince George","149","Nitrogen Oxides","CAP","4.96133","TON"
"Waste Disposal","VA","51","Surry","181","Nitrogen Oxides","CAP","4.945077","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Martinsville city","690","Nitrogen Oxides","CAP","4.9447095","TON"
"Mobile - Commercial Marine Vessels","VA","51","Westmoreland","193","Nitrogen Oxides","CAP","4.93744","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","VA","51","Lexington city","678","Nitrogen Oxides","CAP","4.93236","TON"
"Fires - Prescribed Fires","VA","51","Bedford","019","Nitrogen Oxides","CAP","4.88278","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","VA","51","Stafford","179","Nitrogen Oxides","CAP","4.87071","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","VA","51","Dinwiddie","053","Nitrogen Oxides","CAP","4.86049","TON"
"Biogenics - Vegetation and Soil","VA","51","Arlington","013","Nitrogen Oxides","CAP","4.83967","TON"
"Fuel Comb - Residential - Oil","VA","51","Orange","137","Nitrogen Oxides","CAP","4.830876","TON"
"Mobile - Non-Road Equipment - Other","VA","51","Dinwiddie","053","Nitrogen Oxides","CAP","4.822560412","TON"
"Fuel Comb - Residential - Natural Gas","VA","51","Cumberland","049","Nitrogen Oxides","CAP","4.81594","TON"
"Fuel Comb - Residential - Other","VA","51","Warren","187","Nitrogen Oxides","CAP","4.808536","TON"
"Fuel Comb - Residential - Oil","VA","51","Louisa","109","Nitrogen Oxides","CAP","4.793761","TON"
"Fuel Comb - Residential - Oil","VA","51","Botetourt","023","Nitrogen Oxides","CAP","4.78559","TON"
"Fuel Comb - Residential - Oil","VA","51","Accomack","001","Nitrogen Oxides","CAP","4.776419","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","VA","51","Manassas city","683","Nitrogen Oxides","CAP","4.77140569","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","VA","51","Buchanan","027","Nitrogen Oxides","CAP","4.769305","TON"
"Mobile - Non-Road Equipment - Other","VA","51","Grayson","077","Nitrogen Oxides","CAP","4.735111905","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","VA","51","Carroll","035","Nitrogen Oxides","CAP","4.72511","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","VA","51","Buchanan","027","Nitrogen Oxides","CAP","4.72433","TON"
"Fuel Comb - Residential - Oil","VA","51","Petersburg city","730","Nitrogen Oxides","CAP","4.720971","TON"
"Fuel Comb - Residential - Oil","VA","51","Mecklenburg","117","Nitrogen Oxides","CAP","4.719254","TON"
"Fuel Comb - Residential - Other","VA","51","Gloucester","073","Nitrogen Oxides","CAP","4.719097","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","VA","51","Charlottesville city","540","Nitrogen Oxides","CAP","4.71552","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","VA","51","Russell","167","Nitrogen Oxides","CAP","4.71552","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","VA","51","Radford city","750","Nitrogen Oxides","CAP","4.70208","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","VA","51","Clarke","043","Nitrogen Oxides","CAP","4.692293","TON"
"Fuel Comb - Residential - Oil","VA","51","Amherst","009","Nitrogen Oxides","CAP","4.656205","TON"
"Waste Disposal","VA","51","King and Queen","097","Nitrogen Oxides","CAP","4.631504","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","VA","51","Buckingham","029","Nitrogen Oxides","CAP","4.62823672","TON"
"Fuel Comb - Comm/Institutional - Other","VA","51","Charlottesville city","540","Nitrogen Oxides","CAP","4.62571","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","VA","51","Patrick","141","Nitrogen Oxides","CAP","4.62467764","TON"
"Mobile - Non-Road Equipment - Other","VA","51","Buchanan","027","Nitrogen Oxides","CAP","4.6223966111","TON"
"Fuel Comb - Residential - Other","VA","51","Halifax","083","Nitrogen Oxides","CAP","4.616649","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Roanoke","161","Nitrogen Oxides","CAP","4.6080012","TON"
"Fuel Comb - Residential - Oil","VA","51","Smyth","173","Nitrogen Oxides","CAP","4.600041","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","VA","51","Charlotte","037","Nitrogen Oxides","CAP","4.57814","TON"
"Miscellaneous Non-Industrial NEC","VA","51","Hampton city","650","Nitrogen Oxides","CAP","4.57738","TON"
"Mobile - Non-Road Equipment - Other","VA","51","Fairfax city","600","Nitrogen Oxides","CAP","4.573343488","TON"
"Fuel Comb - Residential - Wood","VA","51","James city","095","Nitrogen Oxides","CAP","4.5730563","TON"
"Fuel Comb - Residential - Other","VA","51","Prince George","149","Nitrogen Oxides","CAP","4.571228","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","VA","51","Prince Edward","147","Nitrogen Oxides","CAP","4.565468","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","VA","51","York","199","Nitrogen Oxides","CAP","4.55797","TON"
"Fires - Prescribed Fires","VA","51","Brunswick","025","Nitrogen Oxides","CAP","4.553757","TON"
"Fuel Comb - Comm/Institutional - Other","VA","51","Montgomery","121","Nitrogen Oxides","CAP","4.55247","TON"
"Biogenics - Vegetation and Soil","VA","51","Manassas Park city","685","Nitrogen Oxides","CAP","4.55043","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","VA","51","Harrisonburg city","660","Nitrogen Oxides","CAP","4.536863","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Floyd","063","Nitrogen Oxides","CAP","4.53011661988","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","VA","51","Page","139","Nitrogen Oxides","CAP","4.52936894","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","VA","51","King William","101","Nitrogen Oxides","CAP","4.52872961","TON"
"Fuel Comb - Residential - Other","VA","51","Isle of Wight","093","Nitrogen Oxides","CAP","4.52389","TON"
"Waste Disposal","VA","51","Bath","017","Nitrogen Oxides","CAP","4.522803","TON"
"Fuel Comb - Residential - Wood","VA","51","Manassas city","683","Nitrogen Oxides","CAP","4.5223246","TON"
"Waste Disposal","VA","51","Rappahannock","157","Nitrogen Oxides","CAP","4.509282","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Harrisonburg city","660","Nitrogen Oxides","CAP","4.507003","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Salem city","775","Nitrogen Oxides","CAP","4.4910208","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","VA","51","Lancaster","103","Nitrogen Oxides","CAP","4.47619","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","VA","51","Bedford city","515","Nitrogen Oxides","CAP","4.47417","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","VA","51","Culpeper","047","Nitrogen Oxides","CAP","4.45362","TON"
"Mobile - Non-Road Equipment - Other","VA","51","Nottoway","135","Nitrogen Oxides","CAP","4.449689243","TON"
"Fuel Comb - Comm/Institutional - Biomass","VA","51","Chesterfield","041","Nitrogen Oxides","CAP","4.43375","TON"
"Mobile - Commercial Marine Vessels","VA","51","King and Queen","097","Nitrogen Oxides","CAP","4.42842","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","VA","51","Fluvanna","065","Nitrogen Oxides","CAP","4.42170577","TON"
"Fuel Comb - Residential - Other","VA","51","Pulaski","155","Nitrogen Oxides","CAP","4.419013","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","VA","51","Essex","057","Nitrogen Oxides","CAP","4.4168","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","VA","51","Warren","187","Nitrogen Oxides","CAP","4.41622","TON"
"Mobile - Locomotives","VA","51","Lunenburg","111","Nitrogen Oxides","CAP","4.407719","TON"
"Fuel Comb - Residential - Natural Gas","VA","51","Richmond","159","Nitrogen Oxides","CAP","4.40444","TON"
"Fires - Prescribed Fires","VA","51","James city","095","Nitrogen Oxides","CAP","4.386602","TON"
"Mobile - Non-Road Equipment - Other","VA","51","Staunton city","790","Nitrogen Oxides","CAP","4.3768794522","TON"
"Fuel Comb - Residential - Wood","VA","51","Caroline","033","Nitrogen Oxides","CAP","4.37527771","TON"
"Fires - Wildfires","VA","51","Mecklenburg","117","Nitrogen Oxides","CAP","4.369784","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Cumberland","049","Nitrogen Oxides","CAP","4.368362082606","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Norton city","720","Nitrogen Oxides","CAP","4.3674921","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","VA","51","Lee","105","Nitrogen Oxides","CAP","4.34196","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","VA","51","Alleghany","005","Nitrogen Oxides","CAP","4.329315","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","VA","51","Rockbridge","163","Nitrogen Oxides","CAP","4.32596","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","VA","51","King and Queen","097","Nitrogen Oxides","CAP","4.32266511","TON"
"Fuel Comb - Residential - Other","VA","51","Orange","137","Nitrogen Oxides","CAP","4.301631","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","VA","51","Nelson","125","Nitrogen Oxides","CAP","4.292184","TON"
"Fuel Comb - Comm/Institutional - Other","VA","51","Stafford","179","Nitrogen Oxides","CAP","4.282215","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","VA","51","Colonial Heights city","570","Nitrogen Oxides","CAP","4.28173783","TON"
"Mobile - Aircraft","VA","51","Manassas city","683","Nitrogen Oxides","CAP","4.28162933","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","VA","51","Franklin city","620","Nitrogen Oxides","CAP","4.2799","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Franklin city","620","Nitrogen Oxides","CAP","4.2766856","TON"
"Fuel Comb - Residential - Other","VA","51","Louisa","109","Nitrogen Oxides","CAP","4.268588","TON"
"Fuel Comb - Residential - Oil","VA","51","Carroll","035","Nitrogen Oxides","CAP","4.262458","TON"
"Fuel Comb - Residential - Natural Gas","VA","51","Mathews","115","Nitrogen Oxides","CAP","4.26139","TON"
"Fuel Comb - Residential - Other","VA","51","Botetourt","023","Nitrogen Oxides","CAP","4.26131","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","VA","51","Caroline","033","Nitrogen Oxides","CAP","4.26017","TON"
"Fuel Comb - Residential - Other","VA","51","Accomack","001","Nitrogen Oxides","CAP","4.253151","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","VA","51","Greensville","081","Nitrogen Oxides","CAP","4.25139","TON"
"Fuel Comb - Comm/Institutional - Coal","VA","51","Newport News city","700","Nitrogen Oxides","CAP","4.23899","TON"
"Fuel Comb - Residential - Wood","VA","51","Dinwiddie","053","Nitrogen Oxides","CAP","4.23395551","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","VA","51","Page","139","Nitrogen Oxides","CAP","4.22508","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","VA","51","Northampton","131","Nitrogen Oxides","CAP","4.213479","TON"
"Fuel Comb - Residential - Oil","VA","51","Wythe","197","Nitrogen Oxides","CAP","4.211306","TON"
"Fuel Comb - Residential - Other","VA","51","Petersburg city","730","Nitrogen Oxides","CAP","4.203771","TON"
"Fuel Comb - Residential - Other","VA","51","Mecklenburg","117","Nitrogen Oxides","CAP","4.202242","TON"
"Mobile - Non-Road Equipment - Other","VA","51","Wise","195","Nitrogen Oxides","CAP","4.1879694151","TON"
"Fuel Comb - Residential - Wood","VA","51","Powhatan","145","Nitrogen Oxides","CAP","4.18215102","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","VA","51","Greensville","081","Nitrogen Oxides","CAP","4.177684","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Poquoson city","735","Nitrogen Oxides","CAP","4.1716112","TON"
"Fuel Comb - Residential - Oil","VA","51","Russell","167","Nitrogen Oxides","CAP","4.15729","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","VA","51","Madison","113","Nitrogen Oxides","CAP","4.15647203","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","VA","51","Richmond","159","Nitrogen Oxides","CAP","4.151815521","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","VA","51","Lee","105","Nitrogen Oxides","CAP","4.15161","TON"
"Mobile - Commercial Marine Vessels","VA","51","Richmond","159","Nitrogen Oxides","CAP","4.148831","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","VA","51","Charlottesville city","540","Nitrogen Oxides","CAP","4.14843217","TON"
"Fuel Comb - Residential - Other","VA","51","Amherst","009","Nitrogen Oxides","CAP","4.146096","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","VA","51","Giles","071","Nitrogen Oxides","CAP","4.14486773","TON"
"Fuel Comb - Residential - Wood","VA","51","Rockbridge","163","Nitrogen Oxides","CAP","4.14207872","TON"
"Fuel Comb - Residential - Natural Gas","VA","51","Franklin city","620","Nitrogen Oxides","CAP","4.13885","TON"
"Miscellaneous Non-Industrial NEC","VA","51","Portsmouth city","740","Nitrogen Oxides","CAP","4.131453","TON"
"Fuel Comb - Residential - Oil","VA","51","Caroline","033","Nitrogen Oxides","CAP","4.130346","TON"
"Mobile - Locomotives","VA","51","King William","101","Nitrogen Oxides","CAP","4.11735","TON"
"Fires - Prescribed Fires","VA","51","Page","139","Nitrogen Oxides","CAP","4.1117","TON"
"Fuel Comb - Comm/Institutional - Other","VA","51","Roanoke","161","Nitrogen Oxides","CAP","4.10845","TON"
"Fuel Comb - Residential - Other","VA","51","Smyth","173","Nitrogen Oxides","CAP","4.096087","TON"
"Fires - Prescribed Fires","VA","51","King William","101","Nitrogen Oxides","CAP","4.094154","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","VA","51","Scott","169","Nitrogen Oxides","CAP","4.0891","TON"
"Fires - Wildfires","VA","51","Grayson","077","Nitrogen Oxides","CAP","4.084172","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","VA","51","Clarke","043","Nitrogen Oxides","CAP","4.08402","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Radford city","750","Nitrogen Oxides","CAP","4.0605758134","TON"
"Fires - Wildfires","VA","51","Brunswick","025","Nitrogen Oxides","CAP","4.05384","TON"
"Fuel Comb - Residential - Oil","VA","51","Powhatan","145","Nitrogen Oxides","CAP","4.053544","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","VA","51","Page","139","Nitrogen Oxides","CAP","4.035538","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","VA","51","Essex","057","Nitrogen Oxides","CAP","4.01765887","TON"
"Fuel Comb - Residential - Oil","VA","51","Dinwiddie","053","Nitrogen Oxides","CAP","4.014575","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","VA","51","Floyd","063","Nitrogen Oxides","CAP","3.99573275","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","VA","51","Appomattox","011","Nitrogen Oxides","CAP","3.99251732","TON"
"Fuel Comb - Residential - Wood","VA","51","Buchanan","027","Nitrogen Oxides","CAP","3.99036275","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","VA","51","Manassas city","683","Nitrogen Oxides","CAP","3.98529","TON"
"Waste Disposal","VA","51","Bland","021","Nitrogen Oxides","CAP","3.982733","TON"
"Fuel Comb - Comm/Institutional - Biomass","VA","51","Prince William","153","Nitrogen Oxides","CAP","3.97393","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Roanoke city","770","Nitrogen Oxides","CAP","3.956835","TON"
