"SECTOR","STATE","STATE_FIPS","COUNTY","COUNTY_FIPS","POLLUTANT","POLLUTANT TYPE","EMISSIONS","UNIT OF MEASURE"
"Mobile - Non-Road Equipment - Diesel","VA","51","Wise","195","Nitrogen Oxides","CAP","81.48385715","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","VA","51","Rockingham","165","Nitrogen Oxides","CAP","80.94147","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","VA","51","Prince William","153","Nitrogen Oxides","CAP","80.360465","TON"
"Biogenics - Vegetation and Soil","VA","51","Montgomery","121","Nitrogen Oxides","CAP","80.28687","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","VA","51","Rockingham","165","Nitrogen Oxides","CAP","80.105064","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Chesapeake city","550","Nitrogen Oxides","CAP","80.0108238562","TON"
"Fuel Comb - Comm/Institutional - Other","VA","51","King George","099","Nitrogen Oxides","CAP","79.485876","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Virginia Beach city","810","Nitrogen Oxides","CAP","78.98174924","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Hanover","085","Nitrogen Oxides","CAP","78.4781020919","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Portsmouth city","740","Nitrogen Oxides","CAP","78.41368128","TON"
"Biogenics - Vegetation and Soil","VA","51","Nelson","125","Nitrogen Oxides","CAP","77.95048","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","VA","51","Dickenson","051","Nitrogen Oxides","CAP","77.486015","TON"
"Mobile - Locomotives","VA","51","Salem city","775","Nitrogen Oxides","CAP","77.36705","TON"
"Mobile - Locomotives","VA","51","Buchanan","027","Nitrogen Oxides","CAP","77.00003","TON"
"Biogenics - Vegetation and Soil","VA","51","King and Queen","097","Nitrogen Oxides","CAP","76.85945","TON"
"Biogenics - Vegetation and Soil","VA","51","Cumberland","049","Nitrogen Oxides","CAP","76.65197","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","VA","51","Hanover","085","Nitrogen Oxides","CAP","75.9966","TON"
"Fuel Comb - Electric Generation - Natural Gas","VA","51","Surry","181","Nitrogen Oxides","CAP","75.3","TON"
"Biogenics - Vegetation and Soil","VA","51","Danville city","590","Nitrogen Oxides","CAP","75.28099","TON"
"Biogenics - Vegetation and Soil","VA","51","Goochland","075","Nitrogen Oxides","CAP","74.90812","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Nottoway","135","Nitrogen Oxides","CAP","74.845373612","TON"
"Fires - Prescribed Fires","VA","51","Halifax","083","Nitrogen Oxides","CAP","74.804883","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","VA","51","Virginia Beach city","810","Nitrogen Oxides","CAP","74.759145","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Louisa","109","Nitrogen Oxides","CAP","73.77929422","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Gloucester","073","Nitrogen Oxides","CAP","73.7131294","TON"
"Mobile - Locomotives","VA","51","Wythe","197","Nitrogen Oxides","CAP","73.58447","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Henrico","087","Nitrogen Oxides","CAP","73.4423051766","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Mathews","115","Nitrogen Oxides","CAP","73.376911855903","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","VA","51","Loudoun","107","Nitrogen Oxides","CAP","72.825677","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Giles","071","Nitrogen Oxides","CAP","72.7768065","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","VA","51","Rockingham","165","Nitrogen Oxides","CAP","72.751823","TON"
"Fires - Prescribed Fires","VA","51","Buchanan","027","Nitrogen Oxides","CAP","72.72899","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Charlotte","037","Nitrogen Oxides","CAP","72.68258637","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Shenandoah","171","Nitrogen Oxides","CAP","72.62271034","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Salem city","775","Nitrogen Oxides","CAP","72.4085218","TON"
"Mobile - Locomotives","VA","51","Fauquier","061","Nitrogen Oxides","CAP","72.247294","TON"
"Biogenics - Vegetation and Soil","VA","51","Northumberland","133","Nitrogen Oxides","CAP","72.10141","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","VA","51","Fairfax","059","Nitrogen Oxides","CAP","71.1975082455","TON"
"Biogenics - Vegetation and Soil","VA","51","Fluvanna","065","Nitrogen Oxides","CAP","70.90441","TON"
"Fuel Comb - Residential - Natural Gas","VA","51","Roanoke city","770","Nitrogen Oxides","CAP","70.79684","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","VA","51","Lynchburg city","680","Nitrogen Oxides","CAP","70.7373","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Surry","181","Nitrogen Oxides","CAP","70.557704151","TON"
"Mobile - Locomotives","VA","51","Scott","169","Nitrogen Oxides","CAP","70.52423","TON"
"Mobile - Commercial Marine Vessels","VA","51","Prince George","149","Nitrogen Oxides","CAP","70.42539619","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","King George","099","Nitrogen Oxides","CAP","69.9361141","TON"
"Mobile - Locomotives","VA","51","Washington","191","Nitrogen Oxides","CAP","69.91832","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Russell","167","Nitrogen Oxides","CAP","69.70610463","TON"
"Biogenics - Vegetation and Soil","VA","51","Fairfax","059","Nitrogen Oxides","CAP","69.53132","TON"
"Mobile - Locomotives","VA","51","Russell","167","Nitrogen Oxides","CAP","69.45551","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Orange","137","Nitrogen Oxides","CAP","69.26901957","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Northumberland","133","Nitrogen Oxides","CAP","69.188216860503","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","VA","51","Bedford","019","Nitrogen Oxides","CAP","69.18496","TON"
"Mobile - Locomotives","VA","51","Isle of Wight","093","Nitrogen Oxides","CAP","68.669721","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Orange","137","Nitrogen Oxides","CAP","68.62351337","TON"
"Fires - Wildfires","VA","51","Buchanan","027","Nitrogen Oxides","CAP","68.535516","TON"
"Biogenics - Vegetation and Soil","VA","51","Warren","187","Nitrogen Oxides","CAP","68.37413","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Washington","191","Nitrogen Oxides","CAP","68.27502563","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Emporia city","595","Nitrogen Oxides","CAP","67.860147766","TON"
"Waste Disposal","VA","51","Henrico","087","Nitrogen Oxides","CAP","67.8277044","TON"
"Waste Disposal","VA","51","Chesapeake city","550","Nitrogen Oxides","CAP","67.6910864","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Richmond city","760","Nitrogen Oxides","CAP","67.5851147006","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","VA","51","Roanoke city","770","Nitrogen Oxides","CAP","66.83936","TON"
"Mobile - Locomotives","VA","51","Halifax","083","Nitrogen Oxides","CAP","66.26551535","TON"
"Biogenics - Vegetation and Soil","VA","51","Powhatan","145","Nitrogen Oxides","CAP","65.94313","TON"
"Fuel Comb - Residential - Natural Gas","VA","51","Portsmouth city","740","Nitrogen Oxides","CAP","65.22545","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Tazewell","185","Nitrogen Oxides","CAP","65.211780207","TON"
"Waste Disposal","VA","51","Virginia Beach city","810","Nitrogen Oxides","CAP","65.17707094","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","VA","51","Henrico","087","Nitrogen Oxides","CAP","65.007072","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Hampton city","650","Nitrogen Oxides","CAP","64.820954432","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Henry","089","Nitrogen Oxides","CAP","64.8150942","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Isle of Wight","093","Nitrogen Oxides","CAP","64.7085002","TON"
"Biogenics - Vegetation and Soil","VA","51","Bland","021","Nitrogen Oxides","CAP","64.68549","TON"
"Biogenics - Vegetation and Soil","VA","51","Highland","091","Nitrogen Oxides","CAP","64.47686","TON"
"Waste Disposal","VA","51","Stafford","179","Nitrogen Oxides","CAP","64.4269324","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Goochland","075","Nitrogen Oxides","CAP","64.3647192","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Powhatan","145","Nitrogen Oxides","CAP","64.3538721","TON"
"Mobile - Locomotives","VA","51","Danville city","590","Nitrogen Oxides","CAP","63.323909","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Scott","169","Nitrogen Oxides","CAP","63.25230186","TON"
"Mobile - Commercial Marine Vessels","VA","51","Chesterfield","041","Nitrogen Oxides","CAP","63.109716","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Bath","017","Nitrogen Oxides","CAP","63.056188891","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Harrisonburg city","660","Nitrogen Oxides","CAP","62.95134816","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","VA","51","Newport News city","700","Nitrogen Oxides","CAP","62.56182","TON"
"Industrial Processes - Pulp & Paper","VA","51","Southampton","175","Nitrogen Oxides","CAP","62.52146","TON"
"Mobile - Aircraft","VA","51","Albemarle","003","Nitrogen Oxides","CAP","62.3059337665","TON"
"Fuel Comb - Electric Generation - Natural Gas","VA","51","Washington","191","Nitrogen Oxides","CAP","62.3","TON"
"Biogenics - Vegetation and Soil","VA","51","King George","099","Nitrogen Oxides","CAP","62.07568","TON"
"Biogenics - Vegetation and Soil","VA","51","Harrisonburg city","660","Nitrogen Oxides","CAP","62.00353","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","VA","51","Lynchburg city","680","Nitrogen Oxides","CAP","61.60859","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","VA","51","Shenandoah","171","Nitrogen Oxides","CAP","61.494261","TON"
"Industrial Processes - Ferrous Metals","VA","51","Roanoke city","770","Nitrogen Oxides","CAP","61.394975","TON"
"Biogenics - Vegetation and Soil","VA","51","Greene","079","Nitrogen Oxides","CAP","61.11783","TON"
"Fires - Prescribed Fires","VA","51","Brunswick","025","Nitrogen Oxides","CAP","60.580908","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Colonial Heights city","570","Nitrogen Oxides","CAP","60.36504753","TON"
"Mobile - Non-Road Equipment - Other","VA","51","Loudoun","107","Nitrogen Oxides","CAP","60.0940113259","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","VA","51","Augusta","015","Nitrogen Oxides","CAP","60.08252","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Powhatan","145","Nitrogen Oxides","CAP","60.06759675","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","VA","51","Hanover","085","Nitrogen Oxides","CAP","59.957801","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","James city","095","Nitrogen Oxides","CAP","59.907747225","TON"
"Fuel Comb - Industrial Boilers, ICEs - Coal","VA","51","Hanover","085","Nitrogen Oxides","CAP","59.822253","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Southampton","175","Nitrogen Oxides","CAP","59.61755169","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","VA","51","Frederick","069","Nitrogen Oxides","CAP","59.517405","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Galax city","640","Nitrogen Oxides","CAP","59.227304422","TON"
"Fuel Comb - Electric Generation - Biomass","VA","51","Pittsylvania","143","Nitrogen Oxides","CAP","59.22","TON"
"Mobile - Commercial Marine Vessels","VA","51","Middlesex","119","Nitrogen Oxides","CAP","59.1988912","TON"
"Mobile - Locomotives","VA","51","Smyth","173","Nitrogen Oxides","CAP","59.02312","TON"
"Waste Disposal","VA","51","Frederick","069","Nitrogen Oxides","CAP","58.945058","TON"
"Mobile - Locomotives","VA","51","James city","095","Nitrogen Oxides","CAP","58.6975994","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Appomattox","011","Nitrogen Oxides","CAP","58.68402329","TON"
"Mobile - Non-Road Equipment - Other","VA","51","Newport News city","700","Nitrogen Oxides","CAP","58.6466146507","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Lancaster","103","Nitrogen Oxides","CAP","58.6354843176","TON"
"Fuel Comb - Comm/Institutional - Other","VA","51","Henrico","087","Nitrogen Oxides","CAP","58.52237","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Buckingham","029","Nitrogen Oxides","CAP","58.10250178","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Page","139","Nitrogen Oxides","CAP","58.05280838","TON"
"Fires - Prescribed Fires","VA","51","Giles","071","Nitrogen Oxides","CAP","57.9685","TON"
"Industrial Processes - NEC","VA","51","Campbell","031","Nitrogen Oxides","CAP","57.8812","TON"
"Fuel Comb - Residential - Natural Gas","VA","51","Roanoke","161","Nitrogen Oxides","CAP","57.79576","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Newport News city","700","Nitrogen Oxides","CAP","57.7302325935","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","VA","51","Amherst","009","Nitrogen Oxides","CAP","57.699652","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Emporia city","595","Nitrogen Oxides","CAP","57.683688014","TON"
"Fires - Prescribed Fires","VA","51","Dinwiddie","053","Nitrogen Oxides","CAP","57.631579","TON"
"Biogenics - Vegetation and Soil","VA","51","Giles","071","Nitrogen Oxides","CAP","57.40545","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Craig","045","Nitrogen Oxides","CAP","57.390529964","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","VA","51","Henrico","087","Nitrogen Oxides","CAP","56.55829","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Wythe","197","Nitrogen Oxides","CAP","56.50044063","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","VA","51","Frederick","069","Nitrogen Oxides","CAP","56.43854","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","VA","51","Wythe","197","Nitrogen Oxides","CAP","56.402996","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Fairfax city","600","Nitrogen Oxides","CAP","56.0150461","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Hopewell city","670","Nitrogen Oxides","CAP","55.72095355","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Buchanan","027","Nitrogen Oxides","CAP","55.25054023","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","VA","51","Rockbridge","163","Nitrogen Oxides","CAP","55.081313","TON"
"Biogenics - Vegetation and Soil","VA","51","Stafford","179","Nitrogen Oxides","CAP","54.99078","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","VA","51","Chesapeake city","550","Nitrogen Oxides","CAP","54.69985","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Poquoson city","735","Nitrogen Oxides","CAP","54.409475138","TON"
"Fuel Comb - Electric Generation - Other","VA","51","Pulaski","155","Nitrogen Oxides","CAP","54.4","TON"
"Waste Disposal","VA","51","Albemarle","003","Nitrogen Oxides","CAP","54.1195838","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","King William","101","Nitrogen Oxides","CAP","53.770014437","TON"
"Biogenics - Vegetation and Soil","VA","51","Prince George","149","Nitrogen Oxides","CAP","53.74534","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Danville city","590","Nitrogen Oxides","CAP","53.5385902","TON"
"Fires - Prescribed Fires","VA","51","Augusta","015","Nitrogen Oxides","CAP","53.532687","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Appomattox","011","Nitrogen Oxides","CAP","53.44830422","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","VA","51","Montgomery","121","Nitrogen Oxides","CAP","53.32248","TON"
"Fires - Wildfires","VA","51","Lee","105","Nitrogen Oxides","CAP","53.078545","TON"
"Mobile - Non-Road Equipment - Other","VA","51","Fairfax","059","Nitrogen Oxides","CAP","52.8019594642","TON"
"Waste Disposal","VA","51","Rockingham","165","Nitrogen Oxides","CAP","52.688395","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Fluvanna","065","Nitrogen Oxides","CAP","52.63243216","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","VA","51","Lynchburg city","680","Nitrogen Oxides","CAP","52.62002","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Manassas city","683","Nitrogen Oxides","CAP","52.609910815","TON"
"Industrial Processes - Ferrous Metals","VA","51","Lynchburg city","680","Nitrogen Oxides","CAP","52.56753","TON"
"Fuel Comb - Comm/Institutional - Coal","VA","51","Montgomery","121","Nitrogen Oxides","CAP","52.530690642","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Arlington","013","Nitrogen Oxides","CAP","52.5194443999652","TON"
"Industrial Processes - NEC","VA","51","Brunswick","025","Nitrogen Oxides","CAP","52.1993905","TON"
"Fuel Comb - Electric Generation - Other","VA","51","Fairfax","059","Nitrogen Oxides","CAP","52.1945","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Patrick","141","Nitrogen Oxides","CAP","52.14952469","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","VA","51","Montgomery","121","Nitrogen Oxides","CAP","51.98402","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Patrick","141","Nitrogen Oxides","CAP","51.96409627","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","VA","51","Washington","191","Nitrogen Oxides","CAP","51.9511909","TON"
"Biogenics - Vegetation and Soil","VA","51","New Kent","127","Nitrogen Oxides","CAP","51.82856","TON"
"Mobile - Locomotives","VA","51","Franklin","067","Nitrogen Oxides","CAP","51.81438","TON"
"Waste Disposal","VA","51","Hanover","085","Nitrogen Oxides","CAP","51.7708006","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Gloucester","073","Nitrogen Oxides","CAP","51.6558443","TON"
"Industrial Processes - NEC","VA","51","Nottoway","135","Nitrogen Oxides","CAP","51.5592","TON"
"Fuel Comb - Residential - Wood","VA","51","Fairfax","059","Nitrogen Oxides","CAP","51.5390644869","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","VA","51","Stafford","179","Nitrogen Oxides","CAP","51.525652","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Carroll","035","Nitrogen Oxides","CAP","51.37055137","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","VA","51","Spotsylvania","177","Nitrogen Oxides","CAP","51.249555","TON"
"Waste Disposal","VA","51","Spotsylvania","177","Nitrogen Oxides","CAP","51.200341","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Northumberland","133","Nitrogen Oxides","CAP","51.0473527","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Smyth","173","Nitrogen Oxides","CAP","51.02406625","TON"
"Fuel Comb - Electric Generation - Other","VA","51","Isle of Wight","093","Nitrogen Oxides","CAP","50.880157","TON"
"Biogenics - Vegetation and Soil","VA","51","Wise","195","Nitrogen Oxides","CAP","50.46158","TON"
"Fuel Comb - Comm/Institutional - Biomass","VA","51","Fairfax","059","Nitrogen Oxides","CAP","50.34964","TON"
"Biogenics - Vegetation and Soil","VA","51","Charles city","036","Nitrogen Oxides","CAP","50.05755","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","VA","51","James city","095","Nitrogen Oxides","CAP","49.79131","TON"
"Mobile - Locomotives","VA","51","New Kent","127","Nitrogen Oxides","CAP","49.586995","TON"
"Fires - Prescribed Fires","VA","51","Lee","105","Nitrogen Oxides","CAP","49.455699","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Clarke","043","Nitrogen Oxides","CAP","49.33387631","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","VA","51","Albemarle","003","Nitrogen Oxides","CAP","49.247365","TON"
"Industrial Processes - NEC","VA","51","Charlottesville city","540","Nitrogen Oxides","CAP","49.0100185","TON"
"Biogenics - Vegetation and Soil","VA","51","Middlesex","119","Nitrogen Oxides","CAP","48.8296","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Amelia","007","Nitrogen Oxides","CAP","48.2889223","TON"
"Fuel Comb - Residential - Natural Gas","VA","51","James city","095","Nitrogen Oxides","CAP","48.21436","TON"
"Mobile - Locomotives","VA","51","Culpeper","047","Nitrogen Oxides","CAP","48.119801","TON"
"Biogenics - Vegetation and Soil","VA","51","Gloucester","073","Nitrogen Oxides","CAP","47.68854","TON"
"Fuel Comb - Residential - Natural Gas","VA","51","Stafford","179","Nitrogen Oxides","CAP","47.52973","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","VA","51","Norfolk city","710","Nitrogen Oxides","CAP","47.509746","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Westmoreland","193","Nitrogen Oxides","CAP","47.113293","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Waynesboro city","820","Nitrogen Oxides","CAP","46.93484708","TON"
"Fuel Comb - Residential - Wood","VA","51","Chesterfield","041","Nitrogen Oxides","CAP","46.62802649","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Lunenburg","111","Nitrogen Oxides","CAP","46.592676","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Madison","113","Nitrogen Oxides","CAP","46.48633861","TON"
"Biogenics - Vegetation and Soil","VA","51","Craig","045","Nitrogen Oxides","CAP","46.22962","TON"
"Mobile - Aircraft","VA","51","Stafford","179","Nitrogen Oxides","CAP","45.870495060995","TON"
"Mobile - Locomotives","VA","51","Orange","137","Nitrogen Oxides","CAP","45.72768","TON"
"Fuel Comb - Residential - Natural Gas","VA","51","York","199","Nitrogen Oxides","CAP","45.60507","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","VA","51","Manassas city","683","Nitrogen Oxides","CAP","45.56351","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Suffolk city","800","Nitrogen Oxides","CAP","45.4678881846","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","VA","51","Albemarle","003","Nitrogen Oxides","CAP","45.43434","TON"
"Fires - Prescribed Fires","VA","51","Charlotte","037","Nitrogen Oxides","CAP","45.429661","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","VA","51","Bedford","019","Nitrogen Oxides","CAP","45.422995","TON"
"Mobile - Locomotives","VA","51","Henry","089","Nitrogen Oxides","CAP","45.14234","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","VA","51","Pulaski","155","Nitrogen Oxides","CAP","45.05287","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Norfolk city","710","Nitrogen Oxides","CAP","45.04515373","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Fredericksburg city","630","Nitrogen Oxides","CAP","45.03865","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Mathews","115","Nitrogen Oxides","CAP","44.9930532","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","VA","51","Montgomery","121","Nitrogen Oxides","CAP","44.9911556","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Pulaski","155","Nitrogen Oxides","CAP","44.93675121","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Covington city","580","Nitrogen Oxides","CAP","44.676335683","TON"
"Fuel Comb - Residential - Other","VA","51","Loudoun","107","Nitrogen Oxides","CAP","44.62365","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Tazewell","185","Nitrogen Oxides","CAP","44.61235734","TON"
"Biogenics - Vegetation and Soil","VA","51","Lancaster","103","Nitrogen Oxides","CAP","44.44194","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","VA","51","Suffolk city","800","Nitrogen Oxides","CAP","44.436969","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Franklin city","620","Nitrogen Oxides","CAP","44.342595443","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","VA","51","Danville city","590","Nitrogen Oxides","CAP","44.18801","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","VA","51","Goochland","075","Nitrogen Oxides","CAP","44.084225","TON"
"Fuel Comb - Residential - Natural Gas","VA","51","Spotsylvania","177","Nitrogen Oxides","CAP","44.07861","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Hopewell city","670","Nitrogen Oxides","CAP","44.06505018","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","VA","51","Galax city","640","Nitrogen Oxides","CAP","44.013051","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","VA","51","King William","101","Nitrogen Oxides","CAP","43.986163","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Virginia Beach city","810","Nitrogen Oxides","CAP","43.8006487","TON"
"Mobile - Non-Road Equipment - Other","VA","51","Arlington","013","Nitrogen Oxides","CAP","43.4302829346352","TON"
"Biogenics - Vegetation and Soil","VA","51","Bath","017","Nitrogen Oxides","CAP","43.3701","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Bedford","019","Nitrogen Oxides","CAP","43.3006124919","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Lancaster","103","Nitrogen Oxides","CAP","43.1884308","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Franklin","067","Nitrogen Oxides","CAP","43.0500766736","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","New Kent","127","Nitrogen Oxides","CAP","43.0010196","TON"
"Biogenics - Vegetation and Soil","VA","51","Bristol city","520","Nitrogen Oxides","CAP","42.98247","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","VA","51","Pulaski","155","Nitrogen Oxides","CAP","42.88954","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Essex","057","Nitrogen Oxides","CAP","42.67829812","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Dinwiddie","053","Nitrogen Oxides","CAP","42.5863854","TON"
"Waste Disposal","VA","51","Bedford","019","Nitrogen Oxides","CAP","42.5676876","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","King and Queen","097","Nitrogen Oxides","CAP","42.53588761","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","VA","51","Montgomery","121","Nitrogen Oxides","CAP","42.296239","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Botetourt","023","Nitrogen Oxides","CAP","42.27751892","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","VA","51","Caroline","033","Nitrogen Oxides","CAP","42.059682","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","51","Highland","091","Nitrogen Oxides","CAP","41.902058808","TON"
"Biogenics - Vegetation and Soil","VA","51","Franklin city","620","Nitrogen Oxides","CAP","41.89108","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","VA","51","Roanoke city","770","Nitrogen Oxides","CAP","41.78954","TON"
"Biogenics - Vegetation and Soil","VA","51","Roanoke","161","Nitrogen Oxides","CAP","41.78801","TON"
"Mobile - Non-Road Equipment - Other","VA","51","Norfolk city","710","Nitrogen Oxides","CAP","41.7444392842","TON"
