"SECTOR","STATE","STATE_FIPS","COUNTY","COUNTY_FIPS","POLLUTANT","POLLUTANT TYPE","EMISSIONS","UNIT OF MEASURE"
"Mobile - Non-Road Equipment - Diesel","VA","51","Buena Vista city","530","PM2.5 Primary (Filt + Cond)","CAP",".49944047","TON"
"Fuel Comb - Residential - Oil","VA","51","Wythe","197","PM2.5 Primary (Filt + Cond)","CAP",".4983721","TON"
"Mobile - Commercial Marine Vessels","VA","51","Hopewell city","670","PM2.5 Primary (Filt + Cond)","CAP",".498213","TON"
"Solvent - Industrial Surface Coating & Solvent Use","VA","51","Bedford city","515","PM2.5 Primary (Filt + Cond)","CAP",".4968","TON"
"Fuel Comb - Residential - Natural Gas","VA","51","Chesapeake city","550","PM2.5 Primary (Filt + Cond)","CAP",".492734","TON"
"Fuel Comb - Residential - Oil","VA","51","Russell","167","PM2.5 Primary (Filt + Cond)","CAP",".4919803","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","VA","51","Pittsylvania","143","PM2.5 Primary (Filt + Cond)","CAP",".4905871","TON"
"Industrial Processes - Chemical Manuf","VA","51","Colonial Heights city","570","PM2.5 Primary (Filt + Cond)","CAP",".49","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Alexandria city","510","PM2.5 Primary (Filt + Cond)","CAP",".48978196","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Giles","071","PM2.5 Primary (Filt + Cond)","CAP",".489628301","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","VA","51","Botetourt","023","PM2.5 Primary (Filt + Cond)","CAP",".4894975","TON"
"Fuel Comb - Comm/Institutional - Coal","VA","51","Charlottesville city","540","PM2.5 Primary (Filt + Cond)","CAP",".489114","TON"
"Fuel Comb - Residential - Oil","VA","51","Caroline","033","PM2.5 Primary (Filt + Cond)","CAP",".4887918","TON"
"Fuel Comb - Comm/Institutional - Biomass","VA","51","Hopewell city","670","PM2.5 Primary (Filt + Cond)","CAP",".488774","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Bedford city","515","PM2.5 Primary (Filt + Cond)","CAP",".48841216546","TON"
"Fuel Comb - Comm/Institutional - Coal","VA","51","Bland","021","PM2.5 Primary (Filt + Cond)","CAP",".4883179","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Franklin city","620","PM2.5 Primary (Filt + Cond)","CAP",".4883064031","TON"
"Dust - Construction Dust","VA","51","Colonial Heights city","570","PM2.5 Primary (Filt + Cond)","CAP",".48489898","TON"
"Solvent - Industrial Surface Coating & Solvent Use","VA","51","Henry","089","PM2.5 Primary (Filt + Cond)","CAP",".484528","TON"
"Industrial Processes - Chemical Manuf","VA","51","Warren","187","PM2.5 Primary (Filt + Cond)","CAP",".484211","TON"
"Mobile - Non-Road Equipment - Other","VA","51","Charlottesville city","540","PM2.5 Primary (Filt + Cond)","CAP",".48266766","TON"
"Fuel Comb - Residential - Oil","VA","51","Powhatan","145","PM2.5 Primary (Filt + Cond)","CAP",".4797032","TON"
"Mobile - Commercial Marine Vessels","VA","51","Loudoun","107","PM2.5 Primary (Filt + Cond)","CAP",".479447","TON"
"Mobile - Locomotives","VA","51","Manassas city","683","PM2.5 Primary (Filt + Cond)","CAP",".4779455","TON"
"Mobile - Locomotives","VA","51","Charlottesville city","540","PM2.5 Primary (Filt + Cond)","CAP",".47677388","TON"
"Fires - Wildfires","VA","51","James city","095","PM2.5 Primary (Filt + Cond)","CAP",".476345","TON"
"Fuel Comb - Residential - Oil","VA","51","Dinwiddie","053","PM2.5 Primary (Filt + Cond)","CAP",".475091","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","VA","51","Virginia Beach city","810","PM2.5 Primary (Filt + Cond)","CAP",".474859","TON"
"Industrial Processes - NEC","VA","51","Rockbridge","163","PM2.5 Primary (Filt + Cond)","CAP",".474837","TON"
"Mobile - Non-Road Equipment - Other","VA","51","Isle of Wight","093","PM2.5 Primary (Filt + Cond)","CAP",".473904212","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","VA","51","Campbell","031","PM2.5 Primary (Filt + Cond)","CAP",".47209","TON"
"Agriculture - Crops & Livestock Dust","VA","51","Fairfax","059","PM2.5 Primary (Filt + Cond)","CAP",".471075","TON"
"Mobile - Non-Road Equipment - Other","VA","51","Augusta","015","PM2.5 Primary (Filt + Cond)","CAP",".47105341094","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Covington city","580","PM2.5 Primary (Filt + Cond)","CAP",".47104574","TON"
"Fuel Comb - Residential - Other","VA","51","Hampton city","650","PM2.5 Primary (Filt + Cond)","CAP",".4710044","TON"
"Fuel Comb - Residential - Other","VA","51","Stafford","179","PM2.5 Primary (Filt + Cond)","CAP",".4697089","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","VA","51","Stafford","179","PM2.5 Primary (Filt + Cond)","CAP",".46926803","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","VA","51","Rockbridge","163","PM2.5 Primary (Filt + Cond)","CAP",".4686205","TON"
"Fuel Comb - Residential - Natural Gas","VA","51","Arlington","013","PM2.5 Primary (Filt + Cond)","CAP",".468566","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","VA","51","Montgomery","121","PM2.5 Primary (Filt + Cond)","CAP",".46810877","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","VA","51","Isle of Wight","093","PM2.5 Primary (Filt + Cond)","CAP",".4676501","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","VA","51","Caroline","033","PM2.5 Primary (Filt + Cond)","CAP",".466943375","TON"
"Fuel Comb - Comm/Institutional - Biomass","VA","51","Galax city","640","PM2.5 Primary (Filt + Cond)","CAP",".466018","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","VA","51","Frederick","069","PM2.5 Primary (Filt + Cond)","CAP",".463520861","TON"
"Fuel Comb - Electric Generation - Oil","VA","51","Stafford","179","PM2.5 Primary (Filt + Cond)","CAP",".4610431","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Greene","079","PM2.5 Primary (Filt + Cond)","CAP",".460957595","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Pulaski","155","PM2.5 Primary (Filt + Cond)","CAP",".45971097","TON"
"Mobile - Non-Road Equipment - Other","VA","51","Hanover","085","PM2.5 Primary (Filt + Cond)","CAP",".45811405849","TON"
"Mobile - Non-Road Equipment - Other","VA","51","Shenandoah","171","PM2.5 Primary (Filt + Cond)","CAP",".45809387029","TON"
"Industrial Processes - NEC","VA","51","Spotsylvania","177","PM2.5 Primary (Filt + Cond)","CAP",".45709022","TON"
"Mobile - Locomotives","VA","51","Mecklenburg","117","PM2.5 Primary (Filt + Cond)","CAP",".45700408","TON"
"Fuel Comb - Comm/Institutional - Biomass","VA","51","Russell","167","PM2.5 Primary (Filt + Cond)","CAP",".456876","TON"
"Industrial Processes - NEC","VA","51","Albemarle","003","PM2.5 Primary (Filt + Cond)","CAP",".4542965","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","VA","51","Franklin","067","PM2.5 Primary (Filt + Cond)","CAP",".4526086","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","VA","51","Newport News city","700","PM2.5 Primary (Filt + Cond)","CAP",".452269727","TON"
"Industrial Processes - Pulp & Paper","VA","51","Shenandoah","171","PM2.5 Primary (Filt + Cond)","CAP",".452","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","VA","51","Charlottesville city","540","PM2.5 Primary (Filt + Cond)","CAP",".450825","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","VA","51","Lexington city","678","PM2.5 Primary (Filt + Cond)","CAP",".450755","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","VA","51","Hanover","085","PM2.5 Primary (Filt + Cond)","CAP",".4504761","TON"
"Agriculture - Crops & Livestock Dust","VA","51","Giles","071","PM2.5 Primary (Filt + Cond)","CAP",".45","TON"
"Fuel Comb - Residential - Natural Gas","VA","51","Richmond city","760","PM2.5 Primary (Filt + Cond)","CAP",".449851","TON"
"Mobile - Aircraft","VA","51","Wise","195","PM2.5 Primary (Filt + Cond)","CAP",".4459332","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","VA","51","Shenandoah","171","PM2.5 Primary (Filt + Cond)","CAP",".4439297","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","VA","51","Carroll","035","PM2.5 Primary (Filt + Cond)","CAP",".4438309","TON"
"Fuel Comb - Residential - Oil","VA","51","Winchester city","840","PM2.5 Primary (Filt + Cond)","CAP",".4437039","TON"
"Fires - Wildfires","VA","51","Floyd","063","PM2.5 Primary (Filt + Cond)","CAP",".440916","TON"
"Fuel Comb - Residential - Oil","VA","51","Fluvanna","065","PM2.5 Primary (Filt + Cond)","CAP",".4406859","TON"
"Fuel Comb - Comm/Institutional - Biomass","VA","51","Lexington city","678","PM2.5 Primary (Filt + Cond)","CAP",".437427","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","VA","51","Lynchburg city","680","PM2.5 Primary (Filt + Cond)","CAP",".4373402","TON"
"Dust - Construction Dust","VA","51","Charlotte","037","PM2.5 Primary (Filt + Cond)","CAP",".4370889","TON"
"Fuel Comb - Electric Generation - Natural Gas","VA","51","Richmond city","760","PM2.5 Primary (Filt + Cond)","CAP",".43702","TON"
"Fuel Comb - Residential - Oil","VA","51","Lee","105","PM2.5 Primary (Filt + Cond)","CAP",".4353787","TON"
"Fuel Comb - Comm/Institutional - Coal","VA","51","Roanoke","161","PM2.5 Primary (Filt + Cond)","CAP",".43442","TON"
"Fires - Wildfires","VA","51","Greensville","081","PM2.5 Primary (Filt + Cond)","CAP",".433943","TON"
"Dust - Construction Dust","VA","51","Poquoson city","735","PM2.5 Primary (Filt + Cond)","CAP",".43305","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","VA","51","Prince George","149","PM2.5 Primary (Filt + Cond)","CAP",".4325694","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","VA","51","Shenandoah","171","PM2.5 Primary (Filt + Cond)","CAP",".432246428","TON"
"Fuel Comb - Residential - Oil","VA","51","Fredericksburg city","630","PM2.5 Primary (Filt + Cond)","CAP",".4321228","TON"
"Fuel Comb - Comm/Institutional - Coal","VA","51","Stafford","179","PM2.5 Primary (Filt + Cond)","CAP",".431879","TON"
"Industrial Processes - Storage and Transfer","VA","51","Charlottesville city","540","PM2.5 Primary (Filt + Cond)","CAP",".431471","TON"
"Mobile - Aircraft","VA","51","Isle of Wight","093","PM2.5 Primary (Filt + Cond)","CAP",".429141663","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","VA","51","Halifax","083","PM2.5 Primary (Filt + Cond)","CAP",".4277899","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Roanoke city","770","PM2.5 Primary (Filt + Cond)","CAP",".4273745","TON"
"Fuel Comb - Residential - Other","VA","51","Spotsylvania","177","PM2.5 Primary (Filt + Cond)","CAP",".4251454","TON"
"Fuel Comb - Residential - Oil","VA","51","Salem city","775","PM2.5 Primary (Filt + Cond)","CAP",".423407","TON"
"Mobile - Aircraft","VA","51","Carroll","035","PM2.5 Primary (Filt + Cond)","CAP",".4230718","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Spotsylvania","177","PM2.5 Primary (Filt + Cond)","CAP",".42255346","TON"
"Fuel Comb - Comm/Institutional - Biomass","VA","51","Carroll","035","PM2.5 Primary (Filt + Cond)","CAP",".419047","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","VA","51","Culpeper","047","PM2.5 Primary (Filt + Cond)","CAP",".4182435","TON"
"Fuel Comb - Comm/Institutional - Biomass","VA","51","Radford city","750","PM2.5 Primary (Filt + Cond)","CAP",".417004","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","VA","51","Goochland","075","PM2.5 Primary (Filt + Cond)","CAP",".4163707","TON"
"Fuel Comb - Comm/Institutional - Biomass","VA","51","Buchanan","027","PM2.5 Primary (Filt + Cond)","CAP",".41574","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","VA","51","Portsmouth city","740","PM2.5 Primary (Filt + Cond)","CAP",".4109896","TON"
"Fuel Comb - Residential - Oil","VA","51","Staunton city","790","PM2.5 Primary (Filt + Cond)","CAP",".4107235","TON"
"Mobile - Locomotives","VA","51","Bath","017","PM2.5 Primary (Filt + Cond)","CAP",".4104089","TON"
"Fuel Comb - Residential - Oil","VA","51","Fairfax city","600","PM2.5 Primary (Filt + Cond)","CAP",".4102149","TON"
"Fuel Comb - Residential - Oil","VA","51","Page","139","PM2.5 Primary (Filt + Cond)","CAP",".4095873","TON"
"Fuel Comb - Residential - Oil","VA","51","Buchanan","027","PM2.5 Primary (Filt + Cond)","CAP",".4070611","TON"
"Fires - Wildfires","VA","51","Henrico","087","PM2.5 Primary (Filt + Cond)","CAP",".406321","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","VA","51","New Kent","127","PM2.5 Primary (Filt + Cond)","CAP",".4054968","TON"
"Fires - Agricultural Field Burning","VA","51","Halifax","083","PM2.5 Primary (Filt + Cond)","CAP",".404658","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","VA","51","Wythe","197","PM2.5 Primary (Filt + Cond)","CAP",".40362802","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","VA","51","Louisa","109","PM2.5 Primary (Filt + Cond)","CAP",".4034334","TON"
"Mobile - Non-Road Equipment - Other","VA","51","Roanoke","161","PM2.5 Primary (Filt + Cond)","CAP",".402693343798","TON"
"Dust - Construction Dust","VA","51","Galax city","640","PM2.5 Primary (Filt + Cond)","CAP",".4012196","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Waynesboro city","820","PM2.5 Primary (Filt + Cond)","CAP",".40091167","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","VA","51","Mecklenburg","117","PM2.5 Primary (Filt + Cond)","CAP",".4006911","TON"
"Industrial Processes - Pulp & Paper","VA","51","Culpeper","047","PM2.5 Primary (Filt + Cond)","CAP",".40059003","TON"
"Mobile - Non-Road Equipment - Other","VA","51","Martinsville city","690","PM2.5 Primary (Filt + Cond)","CAP",".39962826723","TON"
"Mobile - Non-Road Equipment - Other","VA","51","Prince William","153","PM2.5 Primary (Filt + Cond)","CAP",".39928452645","TON"
"Fuel Comb - Residential - Oil","VA","51","Prince Edward","147","PM2.5 Primary (Filt + Cond)","CAP",".3987865","TON"
"Mobile - Locomotives","VA","51","Northampton","131","PM2.5 Primary (Filt + Cond)","CAP",".39834199","TON"
"Fires - Agricultural Field Burning","VA","51","Dinwiddie","053","PM2.5 Primary (Filt + Cond)","CAP",".397838","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Amherst","009","PM2.5 Primary (Filt + Cond)","CAP",".39727521","TON"
"Fuel Comb - Comm/Institutional - Biomass","VA","51","Lancaster","103","PM2.5 Primary (Filt + Cond)","CAP",".396971","TON"
"Industrial Processes - Storage and Transfer","VA","51","King George","099","PM2.5 Primary (Filt + Cond)","CAP",".396613","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","VA","51","Albemarle","003","PM2.5 Primary (Filt + Cond)","CAP",".396439318","TON"
"Dust - Unpaved Road Dust","VA","51","Bedford city","515","PM2.5 Primary (Filt + Cond)","CAP",".396186","TON"
"Fuel Comb - Residential - Oil","VA","51","King George","099","PM2.5 Primary (Filt + Cond)","CAP",".3956496","TON"
"Fuel Comb - Residential - Natural Gas","VA","51","Newport News city","700","PM2.5 Primary (Filt + Cond)","CAP",".39486","TON"
"Fuel Comb - Residential - Oil","VA","51","Scott","169","PM2.5 Primary (Filt + Cond)","CAP",".3946492","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Bristol city","520","PM2.5 Primary (Filt + Cond)","CAP",".39232843","TON"
"Mobile - Commercial Marine Vessels","VA","51","King George","099","PM2.5 Primary (Filt + Cond)","CAP",".3917435","TON"
"Mobile - Locomotives","VA","51","Buena Vista city","530","PM2.5 Primary (Filt + Cond)","CAP",".39109","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","James city","095","PM2.5 Primary (Filt + Cond)","CAP",".39075278","TON"
"Mobile - Non-Road Equipment - Diesel","VA","51","Norton city","720","PM2.5 Primary (Filt + Cond)","CAP",".38976755","TON"
"Solvent - Industrial Surface Coating & Solvent Use","VA","51","Brunswick","025","PM2.5 Primary (Filt + Cond)","CAP",".38856","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Petersburg city","730","PM2.5 Primary (Filt + Cond)","CAP",".3866611","TON"
"Fuel Comb - Comm/Institutional - Coal","VA","51","Portsmouth city","740","PM2.5 Primary (Filt + Cond)","CAP",".386633","TON"
"Fuel Comb - Residential - Oil","VA","51","Hopewell city","670","PM2.5 Primary (Filt + Cond)","CAP",".3862556","TON"
"Mobile - Non-Road Equipment - Other","VA","51","Campbell","031","PM2.5 Primary (Filt + Cond)","CAP",".38453704138","TON"
"Fuel Comb - Comm/Institutional - Biomass","VA","51","Rockbridge","163","PM2.5 Primary (Filt + Cond)","CAP",".383648","TON"
"Fuel Comb - Comm/Institutional - Coal","VA","51","Harrisonburg city","660","PM2.5 Primary (Filt + Cond)","CAP",".38254","TON"
"Mobile - Aircraft","VA","51","Halifax","083","PM2.5 Primary (Filt + Cond)","CAP",".38123833","TON"
"Fuel Comb - Comm/Institutional - Biomass","VA","51","Franklin city","620","PM2.5 Primary (Filt + Cond)","CAP",".379563","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","VA","51","Accomack","001","PM2.5 Primary (Filt + Cond)","CAP",".3793101","TON"
"Solvent - Industrial Surface Coating & Solvent Use","VA","51","Campbell","031","PM2.5 Primary (Filt + Cond)","CAP",".378289","TON"
"Fuel Comb - Comm/Institutional - Biomass","VA","51","Caroline","033","PM2.5 Primary (Filt + Cond)","CAP",".377813","TON"
"Mobile - Non-Road Equipment - Other","VA","51","Galax city","640","PM2.5 Primary (Filt + Cond)","CAP",".3769500245","TON"
"Industrial Processes - Chemical Manuf","VA","51","Frederick","069","PM2.5 Primary (Filt + Cond)","CAP",".376718","TON"
"Industrial Processes - NEC","VA","51","Winchester city","840","PM2.5 Primary (Filt + Cond)","CAP",".37616104","TON"
"Fuel Comb - Residential - Oil","VA","51","Rockbridge","163","PM2.5 Primary (Filt + Cond)","CAP",".375674","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","VA","51","Henry","089","PM2.5 Primary (Filt + Cond)","CAP",".3749859","TON"
"Fuel Comb - Comm/Institutional - Biomass","VA","51","Page","139","PM2.5 Primary (Filt + Cond)","CAP",".374701","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","VA","51","Tazewell","185","PM2.5 Primary (Filt + Cond)","CAP",".3733629","TON"
"Industrial Processes - Non-ferrous Metals","VA","51","Campbell","031","PM2.5 Primary (Filt + Cond)","CAP",".3731885","TON"
"Solvent - Industrial Surface Coating & Solvent Use","VA","51","Wythe","197","PM2.5 Primary (Filt + Cond)","CAP",".372282","TON"
"Mobile - Non-Road Equipment - Other","VA","51","Franklin","067","PM2.5 Primary (Filt + Cond)","CAP",".37189347169","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","VA","51","Loudoun","107","PM2.5 Primary (Filt + Cond)","CAP",".371852","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Patrick","141","PM2.5 Primary (Filt + Cond)","CAP",".36935771","TON"
"Fuel Comb - Residential - Oil","VA","51","Goochland","075","PM2.5 Primary (Filt + Cond)","CAP",".3688578","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","VA","51","Poquoson city","735","PM2.5 Primary (Filt + Cond)","CAP",".3688","TON"
"Fuel Comb - Comm/Institutional - Biomass","VA","51","Lee","105","PM2.5 Primary (Filt + Cond)","CAP",".368185","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Radford city","750","PM2.5 Primary (Filt + Cond)","CAP",".36808328","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","VA","51","Rockingham","165","PM2.5 Primary (Filt + Cond)","CAP",".364994279","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Stafford","179","PM2.5 Primary (Filt + Cond)","CAP",".3646782","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Nottoway","135","PM2.5 Primary (Filt + Cond)","CAP",".363622754","TON"
"Fuel Comb - Comm/Institutional - Biomass","VA","51","Scott","169","PM2.5 Primary (Filt + Cond)","CAP",".362642","TON"
"Solvent - Industrial Surface Coating & Solvent Use","VA","51","Newport News city","700","PM2.5 Primary (Filt + Cond)","CAP",".362617","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Carroll","035","PM2.5 Primary (Filt + Cond)","CAP",".36210144","TON"
"Dust - Construction Dust","VA","51","Greensville","081","PM2.5 Primary (Filt + Cond)","CAP",".361989","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","VA","51","Spotsylvania","177","PM2.5 Primary (Filt + Cond)","CAP",".36162201","TON"
"Fuel Comb - Comm/Institutional - Coal","VA","51","James city","095","PM2.5 Primary (Filt + Cond)","CAP",".360023","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Bedford","019","PM2.5 Primary (Filt + Cond)","CAP",".35989672","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Lynchburg city","680","PM2.5 Primary (Filt + Cond)","CAP",".3593734","TON"
"Fires - Agricultural Field Burning","VA","51","Mecklenburg","117","PM2.5 Primary (Filt + Cond)","CAP",".358783","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","VA","51","Hampton city","650","PM2.5 Primary (Filt + Cond)","CAP",".3583623","TON"
"Fuel Comb - Residential - Oil","VA","51","Waynesboro city","820","PM2.5 Primary (Filt + Cond)","CAP",".3577685","TON"
"Industrial Processes - Storage and Transfer","VA","51","Hanover","085","PM2.5 Primary (Filt + Cond)","CAP",".35731355","TON"
"Fires - Wildfires","VA","51","Westmoreland","193","PM2.5 Primary (Filt + Cond)","CAP",".35598","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","VA","51","James city","095","PM2.5 Primary (Filt + Cond)","CAP",".3541875","TON"
"Fuel Comb - Comm/Institutional - Coal","VA","51","Spotsylvania","177","PM2.5 Primary (Filt + Cond)","CAP",".353923","TON"
"Fuel Comb - Comm/Institutional - Coal","VA","51","Fredericksburg city","630","PM2.5 Primary (Filt + Cond)","CAP",".352782","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","VA","51","Carroll","035","PM2.5 Primary (Filt + Cond)","CAP",".352659706","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","VA","51","Chesapeake city","550","PM2.5 Primary (Filt + Cond)","CAP",".351563","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VA","51","Manassas Park city","685","PM2.5 Primary (Filt + Cond)","CAP",".35112125","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","VA","51","Dinwiddie","053","PM2.5 Primary (Filt + Cond)","CAP",".3500093","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Portsmouth city","740","PM2.5 Primary (Filt + Cond)","CAP",".34966783","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","VA","51","Williamsburg city","830","PM2.5 Primary (Filt + Cond)","CAP",".348311","TON"
"Mobile - Non-Road Equipment - Other","VA","51","Halifax","083","PM2.5 Primary (Filt + Cond)","CAP",".3477382571","TON"
"Industrial Processes - Storage and Transfer","VA","51","Sussex","183","PM2.5 Primary (Filt + Cond)","CAP",".3474142","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Arlington","013","PM2.5 Primary (Filt + Cond)","CAP",".34716823","TON"
"Fires - Agricultural Field Burning","VA","51","Louisa","109","PM2.5 Primary (Filt + Cond)","CAP",".346254","TON"
"Fuel Comb - Residential - Other","VA","51","Albemarle","003","PM2.5 Primary (Filt + Cond)","CAP",".3455424","TON"
"Fuel Comb - Residential - Other","VA","51","Hanover","085","PM2.5 Primary (Filt + Cond)","CAP",".3452818","TON"
"Mobile - Commercial Marine Vessels","VA","51","New Kent","127","PM2.5 Primary (Filt + Cond)","CAP",".3446933","TON"
"Fires - Agricultural Field Burning","VA","51","Pittsylvania","143","PM2.5 Primary (Filt + Cond)","CAP",".344406","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","VA","51","Smyth","173","PM2.5 Primary (Filt + Cond)","CAP",".3433867","TON"
"Fuel Comb - Comm/Institutional - Coal","VA","51","Winchester city","840","PM2.5 Primary (Filt + Cond)","CAP",".343273","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Albemarle","003","PM2.5 Primary (Filt + Cond)","CAP",".3424202","TON"
"Mobile - Locomotives","VA","51","Portsmouth city","740","PM2.5 Primary (Filt + Cond)","CAP",".34227391516","TON"
"Dust - Construction Dust","VA","51","Emporia city","595","PM2.5 Primary (Filt + Cond)","CAP",".3421448","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","VA","51","Pulaski","155","PM2.5 Primary (Filt + Cond)","CAP",".3417065","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","VA","51","Halifax","083","PM2.5 Primary (Filt + Cond)","CAP",".3413967","TON"
"Fuel Comb - Comm/Institutional - Biomass","VA","51","Nottoway","135","PM2.5 Primary (Filt + Cond)","CAP",".340761","TON"
"Mobile - Aircraft","VA","51","Page","139","PM2.5 Primary (Filt + Cond)","CAP",".339136","TON"
"Mobile - Commercial Marine Vessels","VA","51","Prince William","153","PM2.5 Primary (Filt + Cond)","CAP",".3389194","TON"
"Fires - Agricultural Field Burning","VA","51","Wise","195","PM2.5 Primary (Filt + Cond)","CAP",".33791","TON"
"Fuel Comb - Comm/Institutional - Biomass","VA","51","Norton city","720","PM2.5 Primary (Filt + Cond)","CAP",".336968","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","VA","51","Amherst","009","PM2.5 Primary (Filt + Cond)","CAP",".336866","TON"
"Fuel Comb - Comm/Institutional - Biomass","VA","51","Northampton","131","PM2.5 Primary (Filt + Cond)","CAP",".335899","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Page","139","PM2.5 Primary (Filt + Cond)","CAP",".33565167","TON"
"Mobile - Non-Road Equipment - Gasoline","VA","51","Bland","021","PM2.5 Primary (Filt + Cond)","CAP",".335482912667","TON"
"Fuel Comb - Residential - Other","VA","51","Roanoke city","770","PM2.5 Primary (Filt + Cond)","CAP",".3332877","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Greensville","081","PM2.5 Primary (Filt + Cond)","CAP",".3330621","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","VA","51","Henry","089","PM2.5 Primary (Filt + Cond)","CAP",".3327657","TON"
"Fuel Comb - Residential - Other","VA","51","Portsmouth city","740","PM2.5 Primary (Filt + Cond)","CAP",".3304149","TON"
"Mobile - Non-Road Equipment - Other","VA","51","Waynesboro city","820","PM2.5 Primary (Filt + Cond)","CAP",".3273361382","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","VA","51","Warren","187","PM2.5 Primary (Filt + Cond)","CAP",".3262017","TON"
"Fuel Comb - Residential - Other","VA","51","Montgomery","121","PM2.5 Primary (Filt + Cond)","CAP",".325711","TON"
"Fuel Comb - Comm/Institutional - Biomass","VA","51","Powhatan","145","PM2.5 Primary (Filt + Cond)","CAP",".324618","TON"
"Mobile - Non-Road Equipment - Other","VA","51","Pittsylvania","143","PM2.5 Primary (Filt + Cond)","CAP",".3234317148","TON"
